name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,5.608153
Green Macaron ★1,,1,,5.511506
Pink Macaron ★2,,2,,3.239316
Gold Macaron ★1,,1,,3.144642
Green Macaron ★2,,2,,3.015779
Silver Macaron ★1,,1,,2.988823
School Idol Badge,,1,,2.657462
Silver Macaron ★2,,2,,2.498356
Gold Macaron ★2,,2,,1.837607
Green Macaron ★3,,3,,1.760026
Pink Macaron ★3,,3,,1.754109
Voltage Type Beginner Book,,1,,1.390533
Skill Type Beginner Book,,1,,1.373439
Guard Type Beginner Book,,1,,1.370809
SP Type Beginner Book,,1,,1.358317
Gold Macaron ★3,,3,,0.825115
Silver Macaron ★3,,3,,0.760026
Voltage Type Intermediate Book,,2,,0.534517
SP Type Intermediate Book,,2,,0.531229
SP Type Advanced Book,,3,,0.522682
Skill Type Intermediate Book,,2,,0.513478
Skill Type Secret Book,,4,,0.504931
Guard Type Intermediate Book,,2,,0.504931
Voltage Type Secret Book,,4,,0.467456
Voltage Type Advanced Book,,3,,0.462196
Guard Type Secret Book,,4,,0.448389
SP Type Secret Book,,4,,0.447074
Guard Type Advanced Book,,3,,0.425378
Skill Type Advanced Book,,3,,0.423406
