name,id,rarity,sum,expectation
Yellow Macaron ★1,,1,,10.702583
Purple Macaron ★1,,1,,10.673598
Purple Macaron ★2,,2,,6.530561
Yellow Macaron ★2,,2,,6.482042
Purple Macaron ★3,,3,,3.642092
Yellow Macaron ★3,,3,,3.512917
School Idol Badge,,1,,2.691871
Voltage Type Seed,,1,,1.330813
Guard Type Seed,,1,,1.328922
SP Type Seed,,1,,1.296156
Skill Type Seed,,2,,1.289855
Voltage Type Sprout,,2,,0.580970
Guard Type Sprout,,2,,0.554505
SP Type Sprout,,2,,0.546314
Skill Type Sprout,,2,,0.533711
SP Type Bud,,3,,0.487083
SP Type Flower,,4,,0.477001
Voltage Type Bud,,3,,0.475740
Voltage Type Flower,,4,,0.472590
Guard Type Bud,,3,,0.468809
Guard Type Flower,,4,,0.449275
Skill Type Flower,,4,,0.444234
Skill Type Bud,,3,,0.417139
