name,id,rarity,sum,expectation
Red Macaron ★1,,1,,5.538257
Blue Macaron ★1,,1,,5.426480
Blue Macaron ★2,,2,,3.268796
Red Macaron ★2,,2,,3.204258
Skill Type Beginner Book,,1,,2.837658
Voltage Type Beginner Book,,1,,2.775116
SP Type Beginner Book,,1,,2.699933
Guard Type Beginner Book,,1,,2.604790
School Idol Badge,,1,,2.553560
Blue Macaron ★3,,3,,1.893546
Red Macaron ★3,,3,,1.672655
Skill Type Intermediate Book,,2,,1.095143
Guard Type Intermediate Book,,2,,1.085163
SP Type Intermediate Book,,2,,1.071191
Voltage Type Intermediate Book,,2,,1.065868
Skill Type Secret Book,,4,,0.974052
SP Type Advanced Book,,3,,0.940120
Guard Type Advanced Book,,3,,0.924817
SP Type Secret Book,,4,,0.916168
Skill Type Advanced Book,,3,,0.910180
Guard Type Secret Book,,4,,0.902861
Voltage Type Secret Book,,4,,0.894212
Voltage Type Advanced Book,,3,,0.894212
