name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,5.349624
Green Macaron ★1,,1,,5.234962
Pink Macaron ★2,,2,,3.348997
Green Macaron ★2,,2,,3.337719
Gold Macaron ★1,,1,,3.249373
Silver Macaron ★1,,1,,2.946115
School Idol Badge,,1,,2.617794
Silver Macaron ★2,,2,,2.473058
Gold Macaron ★2,,2,,1.931704
Pink Macaron ★3,,3,,1.785714
Green Macaron ★3,,3,,1.758772
Voltage Type Seed,,1,,1.453008
Skill Type Seed,,2,,1.332080
SP Type Seed,,1,,1.318922
Guard Type Seed,,1,,1.286341
Gold Macaron ★3,,3,,0.841479
Silver Macaron ★3,,3,,0.818922
SP Type Sprout,,2,,0.570175
Skill Type Sprout,,2,,0.545113
Guard Type Sprout,,2,,0.520050
Voltage Type Sprout,,2,,0.504386
Skill Type Bud,,3,,0.502506
Skill Type Flower,,4,,0.500627
SP Type Flower,,4,,0.495614
Voltage Type Flower,,4,,0.494361
SP Type Bud,,3,,0.493108
Voltage Type Bud,,3,,0.470551
Guard Type Flower,,4,,0.466792
Guard Type Bud,,3,,0.428571
