name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,5.413517
Green Macaron ★1,,1,,5.229668
Green Macaron ★2,,2,,3.370561
Pink Macaron ★2,,2,,3.234250
Gold Macaron ★1,,1,,3.229668
Silver Macaron ★1,,1,,3.042955
School Idol Badge,,1,,2.710195
Silver Macaron ★2,,2,,2.360252
Gold Macaron ★2,,2,,1.910080
Pink Macaron ★3,,3,,1.790951
Green Macaron ★3,,3,,1.732532
Skill Type Seed,,2,,1.373998
Guard Type Seed,,1,,1.345934
Voltage Type Seed,,1,,1.343070
SP Type Seed,,1,,1.328179
Gold Macaron ★3,,3,,0.833906
Silver Macaron ★3,,3,,0.806415
SP Type Sprout,,2,,0.597938
Voltage Type Sprout,,2,,0.557274
Voltage Type Bud,,3,,0.520046
Skill Type Sprout,,2,,0.506300
Guard Type Sprout,,2,,0.497136
Voltage Type Flower,,4,,0.495418
Guard Type Flower,,4,,0.489691
Skill Type Bud,,3,,0.483963
Guard Type Bud,,3,,0.466781
SP Type Flower,,4,,0.451317
SP Type Bud,,3,,0.434135
Skill Type Flower,,4,,0.416380
