name,id,rarity,sum,expectation
Purple Macaron ★1,,1,,5.379699
Yellow Macaron ★1,,1,,5.312657
Purple Macaron ★2,,2,,3.317043
Yellow Macaron ★2,,2,,3.247494
Voltage Type Beginner Book,,1,,2.797619
Guard Type Beginner Book,,1,,2.678571
Skill Type Beginner Book,,1,,2.675439
SP Type Beginner Book,,1,,2.659774
School Idol Badge,,1,,2.655388
Purple Macaron ★3,,3,,1.863409
Yellow Macaron ★3,,3,,1.851504
Voltage Type Intermediate Book,,2,,1.109023
Skill Type Intermediate Book,,2,,1.093985
Guard Type Intermediate Book,,2,,1.045739
SP Type Intermediate Book,,2,,1.026942
Guard Type Advanced Book,,3,,0.968672
Skill Type Advanced Book,,3,,0.953008
Guard Type Secret Book,,4,,0.949875
Voltage Type Advanced Book,,3,,0.942982
SP Type Secret Book,,4,,0.934837
Skill Type Secret Book,,4,,0.931078
Voltage Type Secret Book,,4,,0.927945
SP Type Advanced Book,,3,,0.926692
