name,id,rarity,sum,expectation
,,1,,"11,582.917706"
Green Macaron ★1,,1,,5.486284
Pink Macaron ★1,,1,,5.437032
Green Macaron ★2,,2,,3.248130
Pink Macaron ★2,,2,,3.197631
School Idol Badge,,1,,2.647132
Pink Macaron ★3,,3,,1.820449
Green Macaron ★3,,3,,1.796758
SP Type Seed,,1,,1.379676
Voltage Type Seed,,1,,1.358479
Guard Type Seed,,1,,1.303616
Skill Type Seed,,2,,1.292394
Voltage Type Sprout,,2,,0.571072
Guard Type Sprout,,2,,0.548628
Skill Type Sprout,,2,,0.538653
SP Type Sprout,,2,,0.525561
Skill Type Flower,,4,,0.513092
Skill Type Bud,,3,,0.495012
Voltage Type Bud,,3,,0.475062
Guard Type Flower,,4,,0.469451
SP Type Bud,,3,,0.461347
SP Type Flower,,4,,0.454489
Voltage Type Flower,,4,,0.451372
Guard Type Bud,,3,,0.451372
