name,id,rarity,sum,expectation
Green Macaron ★1,,1,,5.450090
Purple Macaron ★1,,1,,5.361028
Pink Macaron ★1,,1,,5.257023
Yellow Macaron ★1,,1,,5.154812
Yellow Macaron ★2,,2,,3.416617
Green Macaron ★2,,2,,3.368201
Pink Macaron ★2,,2,,3.311417
Purple Macaron ★2,,2,,3.237896
School Idol Badge,,1,,2.656306
Green Macaron ★3,,3,,1.810520
Yellow Macaron ★3,,3,,1.764495
Pink Macaron ★3,,3,,1.717274
Purple Macaron ★3,,3,,1.679020
Skill Type Beginner Book,,1,,1.383144
Guard Type Beginner Book,,1,,1.359833
SP Type Beginner Book,,1,,1.328153
Voltage Type Beginner Book,,1,,1.326360
Skill Type Intermediate Book,,2,,0.582188
Guard Type Intermediate Book,,2,,0.569038
Voltage Type Intermediate Book,,2,,0.523013
Skill Type Advanced Book,,3,,0.516438
SP Type Intermediate Book,,2,,0.515242
Guard Type Advanced Book,,3,,0.510460
SP Type Secret Book,,4,,0.490735
Skill Type Secret Book,,4,,0.483562
Voltage Type Secret Book,,4,,0.477585
Voltage Type Advanced Book,,3,,0.443515
SP Type Advanced Book,,3,,0.442917
Guard Type Secret Book,,4,,0.417812
