name,id,rarity,sum,expectation
Green Macaron ★1,,1,,10.844224
Pink Macaron ★1,,1,,10.524092
Pink Macaron ★2,,2,,6.580858
Green Macaron ★2,,2,,6.543894
Green Macaron ★3,,3,,3.688449
Pink Macaron ★3,,3,,3.576238
School Idol Badge,,1,,2.722112
Skill Type Beginner Book,,1,,1.355776
Guard Type Beginner Book,,1,,1.339934
Voltage Type Beginner Book,,1,,1.299010
SP Type Beginner Book,,1,,1.229043
Voltage Type Intermediate Book,,2,,0.568317
Guard Type Intermediate Book,,2,,0.563036
SP Type Intermediate Book,,2,,0.553795
Skill Type Intermediate Book,,2,,0.520132
Guard Type Secret Book,,4,,0.504950
Voltage Type Advanced Book,,3,,0.500330
SP Type Advanced Book,,3,,0.486469
SP Type Secret Book,,4,,0.485809
Skill Type Secret Book,,4,,0.473927
Voltage Type Secret Book,,4,,0.465347
Skill Type Advanced Book,,3,,0.458086
Guard Type Advanced Book,,3,,0.413861
