name,id,rarity,sum,expectation
,,1,,"11,504.256713"
Gold Macaron ★1,,1,,3.232482
Silver Macaron ★1,,1,,2.899149
School Idol Badge,,1,,2.732155
Silver Macaron ★2,,2,,2.425671
Gold Macaron ★2,,2,,1.924034
Skill Type Seed,,2,,1.375900
Guard Type Seed,,1,,1.352980
Voltage Type Seed,,1,,1.304519
SP Type Seed,,1,,1.243615
Gold Macaron ★3,,3,,0.869024
Silver Macaron ★3,,3,,0.792403
SP Type Sprout,,2,,0.550098
Skill Type Sprout,,2,,0.547479
Guard Type Sprout,,2,,0.547479
Voltage Type Bud,,3,,0.524558
SP Type Bud,,3,,0.523248
Voltage Type Sprout,,2,,0.509496
Guard Type Flower,,4,,0.479371
SP Type Flower,,4,,0.476097
Skill Type Bud,,3,,0.446627
Guard Type Bud,,3,,0.442043
Skill Type Flower,,4,,0.441388
Voltage Type Flower,,4,,0.439424
