name,id,rarity,sum,expectation
Yellow Macaron ★1,,1,,5.534264
Purple Macaron ★1,,1,,5.489213
Green Macaron ★1,,1,,5.338832
Pink Macaron ★1,,1,,5.092005
Pink Macaron ★2,,2,,3.328046
Yellow Macaron ★2,,2,,3.300127
Purple Macaron ★2,,2,,3.265228
Green Macaron ★2,,2,,3.258249
Gold Macaron ★1,,1,,3.123731
Silver Macaron ★1,,1,,2.966371
School Idol Badge,,1,,2.700508
Silver Macaron ★2,,2,,2.392766
Gold Macaron ★2,,2,,1.995558
Green Macaron ★3,,3,,1.828046
Pink Macaron ★3,,3,,1.763959
Yellow Macaron ★3,,3,,1.755711
Purple Macaron ★3,,3,,1.715736
Gold Macaron ★3,,3,,0.851523
Silver Macaron ★3,,3,,0.806472
