name,id,rarity,sum,expectation
,,1,,"18,250.365082"
Green Macaron ★1,,1,,5.436313
Pink Macaron ★1,,1,,5.309427
Pink Macaron ★2,,2,,3.317378
Green Macaron ★2,,2,,3.253935
School Idol Badge,,1,,2.628590
Pink Macaron ★3,,3,,1.801395
Green Macaron ★3,,3,,1.764563
Guard Type Beginner Book,,1,,1.383742
Voltage Type Beginner Book,,1,,1.354211
SP Type Beginner Book,,1,,1.344475
Skill Type Beginner Book,,1,,1.333279
Skill Type Intermediate Book,,2,,0.551355
Guard Type Intermediate Book,,2,,0.540970
SP Type Intermediate Book,,2,,0.536914
Voltage Type Intermediate Book,,2,,0.536265
Skill Type Advanced Book,,3,,0.489210
SP Type Advanced Book,,3,,0.484667
Guard Type Advanced Book,,3,,0.471037
Guard Type Secret Book,,4,,0.469901
Skill Type Secret Book,,4,,0.466169
SP Type Secret Book,,4,,0.464384
Voltage Type Advanced Book,,3,,0.462275
Voltage Type Secret Book,,4,,0.461139
