name,id,rarity,sum,expectation
Green Macaron ★1,,1,,5.311021
Pink Macaron ★1,,1,,5.204847
Green Macaron ★2,,2,,3.383728
Pink Macaron ★2,,2,,3.272360
School Idol Badge,,1,,2.664743
Pink Macaron ★3,,3,,1.834391
Green Macaron ★3,,3,,1.799192
Skill Type Seed,,2,,1.401039
Guard Type Beginner Book,,1,,1.395845
Voltage Type Seed,,1,,1.390075
SP Type Seed,,1,,1.371610
Skill Type Beginner Book,,1,,1.366417
Guard Type Seed,,1,,1.311021
SP Type Beginner Book,,1,,1.307559
Voltage Type Beginner Book,,1,,1.300058
Skill Type Sprout,,2,,0.592037
SP Type Sprout,,2,,0.588575
SP Type Intermediate Book,,2,,0.555107
Guard Type Intermediate Book,,2,,0.552222
Voltage Type Intermediate Book,,2,,0.529140
Skill Type Intermediate Book,,2,,0.519908
Guard Type Bud,,3,,0.519331
SP Type Secret Book,,4,,0.512983
SP Type Advanced Book,,3,,0.512983
Voltage Type Sprout,,2,,0.510675
Guard Type Flower,,4,,0.510675
SP Type Flower,,4,,0.492210
Skill Type Flower,,4,,0.480669
Voltage Type Bud,,3,,0.472591
Voltage Type Flower,,4,,0.470860
Guard Type Advanced Book,,3,,0.469129
Guard Type Sprout,,2,,0.466821
Skill Type Secret Book,,4,,0.460473
Voltage Type Secret Book,,4,,0.453549
Skill Type Bud,,3,,0.451818
Voltage Type Advanced Book,,3,,0.451241
SP Type Bud,,3,,0.433930
Guard Type Secret Book,,4,,0.427582
Skill Type Advanced Book,,3,,0.388921
