name,id,rarity,sum,expectation
SP Type Seed,,1,,2.808805
Voltage Type Seed,,1,,2.666038
School Idol Badge,,1,,2.583648
Guard Type Seed,,1,,2.574843
Skill Type Seed,,2,,2.567925
Skill Type Beginner Book,,1,,1.422642
Voltage Type Beginner Book,,1,,1.369182
SP Type Beginner Book,,1,,1.366667
Guard Type Beginner Book,,1,,1.337107
Guard Type Sprout,,2,,1.113836
Skill Type Sprout,,2,,1.060377
Voltage Type Sprout,,2,,1.044025
SP Type Sprout,,2,,1.040881
Voltage Type Flower,,4,,0.993711
SP Type Bud,,3,,0.979245
Skill Type Flower,,4,,0.971698
SP Type Flower,,4,,0.970440
Voltage Type Bud,,3,,0.954088
Skill Type Bud,,3,,0.935220
Guard Type Flower,,4,,0.899371
Guard Type Bud,,3,,0.889937
SP Type Intermediate Book,,2,,0.552830
Skill Type Intermediate Book,,2,,0.552201
Guard Type Intermediate Book,,2,,0.525786
Voltage Type Intermediate Book,,2,,0.498742
SP Type Advanced Book,,3,,0.486792
Skill Type Secret Book,,4,,0.474843
SP Type Secret Book,,4,,0.462264
Skill Type Advanced Book,,3,,0.455975
Voltage Type Secret Book,,4,,0.453459
Guard Type Secret Book,,4,,0.444025
Guard Type Advanced Book,,3,,0.443396
Voltage Type Advanced Book,,3,,0.433962
