name,id,rarity,sum,expectation
Yellow Macaron ★1,,1,,5.612306
Pink Macaron ★1,,1,,5.565711
Green Macaron ★1,,1,,5.561529
Purple Macaron ★1,,1,,5.347073
Pink Macaron ★2,,2,,3.261649
Purple Macaron ★2,,2,,3.244325
Yellow Macaron ★2,,2,,3.238949
Green Macaron ★2,,2,,3.078256
School Idol Badge,,1,,2.710872
Yellow Macaron ★3,,3,,1.837515
Green Macaron ★3,,3,,1.816607
Purple Macaron ★3,,3,,1.786738
Pink Macaron ★3,,3,,1.747312
Voltage Type Seed,,1,,1.400239
Guard Type Seed,,1,,1.387694
SP Type Seed,,1,,1.362605
Skill Type Seed,,2,,1.344086
SP Type Sprout,,2,,0.554958
Voltage Type Sprout,,2,,0.551971
Skill Type Sprout,,2,,0.546595
Guard Type Sprout,,2,,0.508961
SP Type Flower,,4,,0.488650
SP Type Bud,,3,,0.481481
Guard Type Bud,,3,,0.467742
Guard Type Flower,,4,,0.461768
Skill Type Bud,,3,,0.459379
Voltage Type Flower,,4,,0.457587
Skill Type Flower,,4,,0.455197
Voltage Type Bud,,3,,0.440263
