name,id,rarity,sum,expectation
Yellow Macaron ★1,,1,,5.690993
Blue Macaron ★1,,1,,5.467456
Red Macaron ★1,,1,,5.374753
Purple Macaron ★1,,1,,5.228797
Red Macaron ★2,,2,,3.458251
Gold Macaron ★1,,1,,3.454964
Yellow Macaron ★2,,2,,3.302433
Purple Macaron ★2,,2,,3.276134
Blue Macaron ★2,,2,,3.218277
Silver Macaron ★1,,1,,2.967784
School Idol Badge,,1,,2.696910
Silver Macaron ★2,,2,,2.378041
Gold Macaron ★2,,2,,1.923734
Red Macaron ★3,,3,,1.831690
Yellow Macaron ★3,,3,,1.766601
Purple Macaron ★3,,3,,1.702827
Blue Macaron ★3,,3,,1.664694
Silver Macaron ★3,,3,,0.803419
Gold Macaron ★3,,3,,0.786325
