name,id,rarity,sum,expectation
,,1,,"18,426.075269"
Yellow Macaron ★1,,1,,5.688172
Purple Macaron ★1,,1,,5.387769
Yellow Macaron ★2,,2,,3.337366
Purple Macaron ★2,,2,,3.214382
School Idol Badge,,1,,2.607527
Purple Macaron ★3,,3,,1.786962
Yellow Macaron ★3,,3,,1.707661
SP Type Seed,,1,,1.383737
Voltage Type Seed,,1,,1.355511
Guard Type Seed,,1,,1.276210
Skill Type Seed,,2,,1.241263
SP Type Sprout,,2,,0.553763
Guard Type Sprout,,2,,0.537634
Skill Type Sprout,,2,,0.536962
Voltage Type Sprout,,2,,0.524866
Skill Type Bud,,3,,0.508737
Voltage Type Flower,,4,,0.504032
Guard Type Bud,,3,,0.495968
Guard Type Flower,,4,,0.495968
SP Type Flower,,4,,0.468414
Skill Type Flower,,4,,0.457661
SP Type Bud,,3,,0.438172
Voltage Type Bud,,3,,0.430108
