name,id,rarity,sum,expectation
,,1,,"11,556.166056"
Pink Macaron ★1,,1,,5.590965
Green Macaron ★1,,1,,5.466422
Green Macaron ★2,,2,,3.227717
Pink Macaron ★2,,2,,3.179487
School Idol Badge,,1,,2.603175
Green Macaron ★3,,3,,1.832723
Pink Macaron ★3,,3,,1.730769
Skill Type Seed,,2,,1.399878
Voltage Type Seed,,1,,1.365690
Guard Type Seed,,1,,1.283883
SP Type Seed,,1,,1.250916
Skill Type Sprout,,2,,0.563492
Voltage Type Sprout,,2,,0.543346
Guard Type Sprout,,2,,0.534188
SP Type Sprout,,2,,0.528083
Guard Type Flower,,4,,0.514042
Skill Type Bud,,3,,0.482906
Voltage Type Flower,,4,,0.478632
Skill Type Flower,,4,,0.473138
Voltage Type Bud,,3,,0.454823
SP Type Bud,,3,,0.453602
Guard Type Bud,,3,,0.442613
SP Type Flower,,4,,0.435897
