name,id,rarity,sum,expectation
Yellow Macaron ★1,,1,,10.822938
Purple Macaron ★1,,1,,10.753856
Yellow Macaron ★2,,2,,6.801476
Purple Macaron ★2,,2,,6.387659
Purple Macaron ★3,,3,,3.604963
Yellow Macaron ★3,,3,,3.486922
School Idol Badge,,1,,2.583501
Voltage Type Seed,,1,,1.412475
Guard Type Seed,,1,,1.311871
SP Type Seed,,1,,1.305835
Skill Type Seed,,2,,1.290409
Guard Type Sprout,,2,,0.568075
Skill Type Sprout,,2,,0.529846
SP Type Flower,,4,,0.520456
Voltage Type Bud,,3,,0.513749
Skill Type Bud,,3,,0.512408
Guard Type Bud,,3,,0.502347
Voltage Type Sprout,,2,,0.500335
SP Type Bud,,3,,0.471496
SP Type Sprout,,2,,0.465459
Guard Type Flower,,4,,0.450034
Voltage Type Flower,,4,,0.447351
Skill Type Flower,,4,,0.416499
