name,id,rarity,sum,expectation
Yellow Macaron ★1,,1,,5.583333
Purple Macaron ★1,,1,,5.510563
Yellow Macaron ★2,,2,,3.337441
Purple Macaron ★2,,2,,3.219484
SP Type Seed,,1,,2.737089
Voltage Type Seed,,1,,2.715962
Guard Type Seed,,1,,2.688967
Skill Type Seed,,2,,2.656103
School Idol Badge,,1,,2.624413
Yellow Macaron ★3,,3,,1.700704
Purple Macaron ★3,,3,,1.664319
Skill Type Sprout,,2,,1.178404
Guard Type Sprout,,2,,1.159038
SP Type Sprout,,2,,1.068075
Voltage Type Sprout,,2,,1.051056
Skill Type Bud,,3,,0.965962
Voltage Type Bud,,3,,0.964202
Guard Type Flower,,4,,0.934859
Guard Type Bud,,3,,0.930164
SP Type Bud,,3,,0.911972
SP Type Flower,,4,,0.910211
Voltage Type Flower,,4,,0.860329
Skill Type Flower,,4,,0.857394
