name,id,rarity,sum,expectation
,,1,,"18,400.909682"
Yellow Macaron ★1,,1,,5.564652
Purple Macaron ★1,,1,,5.531514
Yellow Macaron ★2,,2,,3.213125
Purple Macaron ★2,,2,,3.196231
School Idol Badge,,1,,2.619883
Purple Macaron ★3,,3,,1.768031
Yellow Macaron ★3,,3,,1.729695
Voltage Type Seed,,1,,1.453541
Skill Type Seed,,2,,1.355426
SP Type Seed,,1,,1.303444
Guard Type Seed,,1,,1.294997
SP Type Sprout,,2,,0.560754
Voltage Type Sprout,,2,,0.558155
Skill Type Sprout,,2,,0.555556
Guard Type Sprout,,2,,0.537362
Voltage Type Flower,,4,,0.477583
Guard Type Bud,,3,,0.476933
SP Type Bud,,3,,0.476283
Voltage Type Bud,,3,,0.456140
Guard Type Flower,,4,,0.443145
Skill Type Bud,,3,,0.442495
SP Type Flower,,4,,0.440546
Skill Type Flower,,4,,0.424301
