name,id,rarity,sum,expectation
Gold Macaron ★1,,1,,6.545741
Silver Macaron ★1,,1,,5.947288
Silver Macaron ★2,,2,,4.899613
Gold Macaron ★2,,2,,3.834308
School Idol Badge,,1,,2.646757
Gold Macaron ★3,,3,,1.714042
Silver Macaron ★3,,3,,1.606279
Skill Type Seed,,2,,1.342808
Guard Type Seed,,1,,1.340020
Voltage Type Seed,,1,,1.324098
SP Type Seed,,1,,1.318791
Skill Type Sprout,,2,,0.550688
Voltage Type Sprout,,2,,0.546101
SP Type Sprout,,2,,0.545741
Guard Type Sprout,,2,,0.544302
Guard Type Bud,,3,,0.497077
Skill Type Bud,,3,,0.487272
Voltage Type Bud,,3,,0.474499
SP Type Flower,,4,,0.472969
SP Type Bud,,3,,0.472340
Voltage Type Flower,,4,,0.467392
Guard Type Flower,,4,,0.462265
Skill Type Flower,,4,,0.460286
