name,id,rarity,sum,expectation
,,1,,"11,418.791946"
Gold Macaron ★1,,1,,3.320805
Silver Macaron ★1,,1,,2.952349
School Idol Badge,,1,,2.676510
Silver Macaron ★2,,2,,2.546980
Gold Macaron ★2,,2,,1.889262
Guard Type Seed,,1,,1.420805
Skill Type Seed,,2,,1.377852
Voltage Type Seed,,1,,1.323490
SP Type Seed,,1,,1.286577
Gold Macaron ★3,,3,,0.832215
Silver Macaron ★3,,3,,0.808054
Guard Type Sprout,,2,,0.582550
Voltage Type Sprout,,2,,0.549664
Voltage Type Flower,,4,,0.542953
Skill Type Sprout,,2,,0.536913
SP Type Sprout,,2,,0.510738
SP Type Flower,,4,,0.500671
SP Type Bud,,3,,0.471812
Voltage Type Bud,,3,,0.470470
Guard Type Bud,,3,,0.461074
Guard Type Flower,,4,,0.453020
Skill Type Flower,,4,,0.435570
Skill Type Bud,,3,,0.413423
