name,id,rarity,sum,expectation
,,1,,"11,532.287266"
Gold Macaron ★1,,1,,3.240193
Silver Macaron ★1,,1,,2.911285
School Idol Badge,,1,,2.651780
Silver Macaron ★2,,2,,2.444780
Gold Macaron ★2,,2,,1.976463
Guard Type Beginner Book,,1,,1.376584
SP Type Beginner Book,,1,,1.322873
Voltage Type Beginner Book,,1,,1.308389
Skill Type Beginner Book,,1,,1.268558
Gold Macaron ★3,,3,,0.825588
Silver Macaron ★3,,3,,0.794206
Skill Type Intermediate Book,,2,,0.556427
SP Type Intermediate Book,,2,,0.555824
Guard Type Intermediate Book,,2,,0.543754
Voltage Type Intermediate Book,,2,,0.538322
Voltage Type Secret Book,,4,,0.503319
Guard Type Secret Book,,4,,0.500905
Voltage Type Advanced Book,,3,,0.482800
Guard Type Advanced Book,,3,,0.471334
Skill Type Advanced Book,,3,,0.459264
SP Type Advanced Book,,3,,0.459264
Skill Type Secret Book,,4,,0.451418
SP Type Secret Book,,4,,0.395293
