name,id,rarity,sum,expectation
,,1,,"18,362.948960"
Purple Macaron ★1,,1,,5.551985
Yellow Macaron ★1,,1,,5.364839
Purple Macaron ★2,,2,,3.204789
Yellow Macaron ★2,,2,,3.185885
School Idol Badge,,1,,2.599874
Purple Macaron ★3,,3,,1.943919
Yellow Macaron ★3,,3,,1.711405
Guard Type Beginner Book,,1,,1.398236
SP Type Beginner Book,,1,,1.364839
Skill Type Beginner Book,,1,,1.362949
Voltage Type Beginner Book,,1,,1.357908
SP Type Intermediate Book,,2,,0.565848
Guard Type Intermediate Book,,2,,0.534972
Skill Type Intermediate Book,,2,,0.521739
Voltage Type Intermediate Book,,2,,0.520479
Voltage Type Secret Book,,4,,0.516698
SP Type Secret Book,,4,,0.479521
Voltage Type Advanced Book,,3,,0.477631
SP Type Advanced Book,,3,,0.471960
Skill Type Secret Book,,4,,0.470069
Skill Type Advanced Book,,3,,0.464398
Guard Type Advanced Book,,3,,0.460618
Guard Type Secret Book,,4,,0.405167
