name,id,rarity,sum,expectation
,,1,,"18,160.807292"
,,1,,"11,608.072917"
School Idol Badge,,1,,2.600260
Skill Type Beginner Book,,1,,1.359375
Voltage Type Beginner Book,,1,,1.349609
Guard Type Beginner Book,,1,,1.320964
SP Type Beginner Book,,1,,1.272786
Skill Type Intermediate Book,,2,,0.610677
Voltage Type Intermediate Book,,2,,0.579427
Guard Type Intermediate Book,,2,,0.548177
SP Type Secret Book,,4,,0.521484
Voltage Type Secret Book,,4,,0.509115
SP Type Intermediate Book,,2,,0.508464
Skill Type Advanced Book,,3,,0.492188
Voltage Type Advanced Book,,3,,0.481120
Guard Type Secret Book,,4,,0.476563
SP Type Advanced Book,,3,,0.470052
Guard Type Advanced Book,,3,,0.432292
Skill Type Secret Book,,4,,0.407552
