name,id,rarity,sum,expectation
,,1,,"18,300.124533"
,,1,,"11,532.067248"
School Idol Badge,,1,,2.625156
Voltage Type Seed,,1,,1.369240
Guard Type Seed,,1,,1.352428
Skill Type Seed,,2,,1.292653
SP Type Seed,,1,,1.267123
Guard Type Sprout,,2,,0.556040
Voltage Type Sprout,,2,,0.539851
SP Type Sprout,,2,,0.539851
Skill Type Sprout,,2,,0.536737
Guard Type Bud,,3,,0.514944
Skill Type Bud,,3,,0.510585
SP Type Bud,,3,,0.510585
Voltage Type Bud,,3,,0.486924
Skill Type Flower,,4,,0.486301
SP Type Flower,,4,,0.475716
Voltage Type Flower,,4,,0.439601
Guard Type Flower,,4,,0.433998
