name,id,rarity,sum,expectation
Blue Macaron ★1,,1,,10.878473
Red Macaron ★1,,1,,10.839682
Red Macaron ★2,,2,,6.493797
Blue Macaron ★2,,2,,6.456229
Red Macaron ★3,,3,,3.591298
Blue Macaron ★3,,3,,3.550847
School Idol Badge,,1,,2.620654
Voltage Type Seed,,1,,1.366154
Guard Type Seed,,1,,1.356282
SP Type Seed,,1,,1.352787
Skill Type Seed,,2,,1.349991
Voltage Type Sprout,,2,,0.545256
Guard Type Sprout,,2,,0.544208
SP Type Sprout,,2,,0.534423
Skill Type Sprout,,2,,0.528831
Voltage Type Bud,,3,,0.485322
SP Type Bud,,3,,0.476062
Skill Type Bud,,3,,0.475712
Guard Type Bud,,3,,0.473441
Guard Type Flower,,4,,0.469509
SP Type Flower,,4,,0.461297
Voltage Type Flower,,4,,0.460423
Skill Type Flower,,4,,0.456753
