name,id,rarity,sum,expectation
Gold Macaron ★1,,1,,3.123389
Silver Macaron ★1,,1,,2.960712
Skill Type Seed,,2,,2.806016
Voltage Type Seed,,1,,2.696133
SP Type Seed,,1,,2.640270
Guard Type Seed,,1,,2.621240
School Idol Badge,,1,,2.597913
Silver Macaron ★2,,2,,2.433395
Gold Macaron ★2,,2,,1.925107
Voltage Type Sprout,,2,,1.107428
Skill Type Sprout,,2,,1.082259
Guard Type Sprout,,2,,1.074893
SP Type Sprout,,2,,1.047268
Voltage Type Bud,,3,,0.993247
Guard Type Flower,,4,,0.982198
Guard Type Bud,,3,,0.979128
SP Type Bud,,3,,0.966851
Skill Type Flower,,4,,0.933088
Skill Type Bud,,3,,0.896255
SP Type Flower,,4,,0.876611
Gold Macaron ★3,,3,,0.874156
Voltage Type Flower,,4,,0.868631
Silver Macaron ★3,,3,,0.828729
