name,id,rarity,sum,expectation
,,1,,"18,454.376164"
Gold Macaron ★1,,1,,3.368094
Silver Macaron ★1,,1,,2.862818
School Idol Badge,,1,,2.625698
Silver Macaron ★2,,2,,2.417132
Gold Macaron ★2,,2,,1.950341
Guard Type Beginner Book,,1,,1.419615
SP Type Beginner Book,,1,,1.371198
Voltage Type Beginner Book,,1,,1.337678
Skill Type Beginner Book,,1,,1.295469
Gold Macaron ★3,,3,,0.847300
Silver Macaron ★3,,3,,0.801986
Skill Type Intermediate Book,,2,,0.579143
Voltage Type Intermediate Book,,2,,0.577902
SP Type Intermediate Book,,2,,0.555556
Guard Type Intermediate Book,,2,,0.545003
SP Type Advanced Book,,3,,0.486654
Guard Type Advanced Book,,3,,0.474860
Voltage Type Advanced Book,,3,,0.473619
Skill Type Advanced Book,,3,,0.473619
Voltage Type Secret Book,,4,,0.470515
Guard Type Secret Book,,4,,0.466791
SP Type Secret Book,,4,,0.452514
Skill Type Secret Book,,4,,0.422719
