name,id,rarity,sum,expectation
Red Macaron ★1,,1,,5.629032
Purple Macaron ★1,,1,,5.590800
Yellow Macaron ★1,,1,,5.404421
Blue Macaron ★1,,1,,5.236559
Red Macaron ★2,,2,,3.454002
Yellow Macaron ★2,,2,,3.316607
Gold Macaron ★1,,1,,3.284946
Blue Macaron ★2,,2,,3.211470
Purple Macaron ★2,,2,,3.148148
Silver Macaron ★1,,1,,3.084229
School Idol Badge,,1,,2.643967
Silver Macaron ★2,,2,,2.454600
Gold Macaron ★2,,2,,1.900239
Yellow Macaron ★3,,3,,1.825568
Purple Macaron ★3,,3,,1.763441
Red Macaron ★3,,3,,1.761051
Blue Macaron ★3,,3,,1.746117
Gold Macaron ★3,,3,,0.900836
Silver Macaron ★3,,3,,0.714456
