name,id,rarity,sum,expectation
Blue Macaron ★1,,1,,5.596732
Red Macaron ★1,,1,,5.384967
Blue Macaron ★2,,2,,3.272549
Gold Macaron ★1,,1,,3.198693
Red Macaron ★2,,2,,3.140523
Silver Macaron ★1,,1,,3.041830
School Idol Badge,,1,,2.581699
Silver Macaron ★2,,2,,2.532026
Gold Macaron ★2,,2,,1.968627
Blue Macaron ★3,,3,,1.810458
Red Macaron ★3,,3,,1.798693
SP Type Beginner Book,,1,,1.390850
Skill Type Beginner Book,,1,,1.355556
Voltage Type Beginner Book,,1,,1.308497
Guard Type Beginner Book,,1,,1.308497
Gold Macaron ★3,,3,,0.824837
Silver Macaron ★3,,3,,0.794771
Guard Type Intermediate Book,,2,,0.576471
Skill Type Intermediate Book,,2,,0.547712
Voltage Type Intermediate Book,,2,,0.526797
Guard Type Advanced Book,,3,,0.505882
Guard Type Secret Book,,4,,0.498693
Skill Type Secret Book,,4,,0.497386
SP Type Intermediate Book,,2,,0.492810
Voltage Type Advanced Book,,3,,0.487582
SP Type Secret Book,,4,,0.471242
Voltage Type Secret Book,,4,,0.466667
SP Type Advanced Book,,3,,0.461438
Skill Type Advanced Book,,3,,0.438562
