name,id,rarity,sum,expectation
Yellow Macaron ★1,,1,,5.626943
Blue Macaron ★1,,1,,5.604491
Purple Macaron ★1,,1,,5.438687
Red Macaron ★1,,1,,5.369603
Purple Macaron ★2,,2,,3.383420
Red Macaron ★2,,2,,3.338515
Yellow Macaron ★2,,2,,3.220495
Gold Macaron ★1,,1,,3.173287
Blue Macaron ★2,,2,,3.116292
Silver Macaron ★1,,1,,3.015544
School Idol Badge,,1,,2.635579
Silver Macaron ★2,,2,,2.500864
Gold Macaron ★2,,2,,1.948762
Red Macaron ★3,,3,,1.775475
Purple Macaron ★3,,3,,1.747265
Blue Macaron ★3,,3,,1.740357
Yellow Macaron ★3,,3,,1.715602
Gold Macaron ★3,,3,,0.869315
Silver Macaron ★3,,3,,0.797927
