name,id,rarity,sum,expectation
,,1,,"11,455.149502"
Purple Macaron ★1,,1,,5.463787
Yellow Macaron ★1,,1,,5.355482
Yellow Macaron ★2,,2,,3.497010
Purple Macaron ★2,,2,,3.156811
School Idol Badge,,1,,2.683056
Yellow Macaron ★3,,3,,1.806645
Purple Macaron ★3,,3,,1.758140
Voltage Type Beginner Book,,1,,1.431229
SP Type Beginner Book,,1,,1.419269
Skill Type Beginner Book,,1,,1.296346
Guard Type Beginner Book,,1,,1.243189
Voltage Type Intermediate Book,,2,,0.581395
Skill Type Intermediate Book,,2,,0.572093
SP Type Intermediate Book,,2,,0.532226
Guard Type Intermediate Book,,2,,0.522259
SP Type Secret Book,,4,,0.487043
Voltage Type Secret Book,,4,,0.483056
Guard Type Advanced Book,,3,,0.467774
Skill Type Secret Book,,4,,0.462458
Skill Type Advanced Book,,3,,0.461794
Guard Type Secret Book,,4,,0.434551
Voltage Type Advanced Book,,3,,0.425249
SP Type Advanced Book,,3,,0.396678
