name,id,rarity,sum,expectation
Purple Macaron ★1,,1,,5.430388
Yellow Macaron ★1,,1,,5.310576
Yellow Macaron ★2,,2,,3.305890
Purple Macaron ★2,,2,,3.230254
School Idol Badge,,1,,2.568942
Purple Macaron ★3,,3,,1.829317
Yellow Macaron ★3,,3,,1.821954
Skill Type Beginner Book,,1,,1.467202
SP Type Beginner Book,,1,,1.448461
Voltage Type Seed,,1,,1.421017
Skill Type Seed,,2,,1.406961
SP Type Seed,,1,,1.352744
Guard Type Beginner Book,,1,,1.347390
Guard Type Seed,,1,,1.325301
Voltage Type Beginner Book,,1,,1.299197
Voltage Type Intermediate Book,,2,,0.604418
SP Type Intermediate Book,,2,,0.566265
Guard Type Sprout,,2,,0.563588
Skill Type Intermediate Book,,2,,0.554886
SP Type Sprout,,2,,0.554217
Skill Type Sprout,,2,,0.552209
Skill Type Bud,,3,,0.520080
Voltage Type Sprout,,2,,0.509371
Guard Type Bud,,3,,0.506024
SP Type Bud,,3,,0.486613
Guard Type Intermediate Book,,2,,0.479250
SP Type Advanced Book,,3,,0.479250
Skill Type Advanced Book,,3,,0.472557
Voltage Type Flower,,4,,0.469880
Guard Type Secret Book,,4,,0.455823
Voltage Type Bud,,3,,0.451807
SP Type Flower,,4,,0.451138
SP Type Secret Book,,4,,0.449799
Skill Type Flower,,4,,0.449799
Voltage Type Advanced Book,,3,,0.448461
Voltage Type Secret Book,,4,,0.441098
Guard Type Flower,,4,,0.433066
Skill Type Secret Book,,4,,0.414324
Guard Type Advanced Book,,3,,0.411647
