name,id,rarity,sum,expectation
,,1,,"11,491.492147"
Red Macaron ★1,,1,,5.486911
Blue Macaron ★1,,1,,5.437827
Blue Macaron ★2,,2,,3.221204
Red Macaron ★2,,2,,3.214005
School Idol Badge,,1,,2.653141
Red Macaron ★3,,3,,1.924738
Blue Macaron ★3,,3,,1.766361
Voltage Type Beginner Book,,1,,1.368455
SP Type Beginner Book,,1,,1.343586
Skill Type Beginner Book,,1,,1.266361
Guard Type Beginner Book,,1,,1.219241
Voltage Type Intermediate Book,,2,,0.573953
Guard Type Intermediate Book,,2,,0.571990
SP Type Advanced Book,,3,,0.565445
SP Type Intermediate Book,,2,,0.536649
Skill Type Intermediate Book,,2,,0.517016
Guard Type Secret Book,,4,,0.511780
Voltage Type Secret Book,,4,,0.491492
Skill Type Secret Book,,4,,0.486911
Voltage Type Advanced Book,,3,,0.470550
Guard Type Advanced Book,,3,,0.463351
Skill Type Advanced Book,,3,,0.451571
SP Type Secret Book,,4,,0.446990
