name,id,rarity,sum,expectation
Yellow Macaron ★1,,1,,5.582458
Red Macaron ★1,,1,,5.347128
Purple Macaron ★1,,1,,5.335392
Blue Macaron ★1,,1,,5.324274
Blue Macaron ★2,,2,,3.285361
Yellow Macaron ★2,,2,,3.260655
Gold Macaron ★1,,1,,3.248919
Red Macaron ★2,,2,,3.220506
Purple Macaron ★2,,2,,3.189006
Silver Macaron ★1,,1,,3.044472
School Idol Badge,,1,,2.654725
Silver Macaron ★2,,2,,2.516368
Gold Macaron ★2,,2,,1.900556
Red Macaron ★3,,3,,1.819024
Yellow Macaron ★3,,3,,1.803582
Purple Macaron ★3,,3,,1.784435
Blue Macaron ★3,,3,,1.714639
Gold Macaron ★3,,3,,0.804818
Silver Macaron ★3,,3,,0.772082
