name,id,rarity,sum,expectation
,,1,,"18,098.298677"
Gold Macaron ★1,,1,,3.323251
Silver Macaron ★1,,1,,2.835539
School Idol Badge,,1,,2.598614
Silver Macaron ★2,,2,,2.473850
Gold Macaron ★2,,2,,1.882798
Voltage Type Seed,,1,,1.365469
SP Type Seed,,1,,1.347196
Skill Type Seed,,2,,1.339004
Guard Type Seed,,1,,1.330183
Silver Macaron ★3,,3,,0.856333
Gold Macaron ★3,,3,,0.844360
Skill Type Sprout,,2,,0.580340
Voltage Type Sprout,,2,,0.568998
Guard Type Sprout,,2,,0.556396
SP Type Sprout,,2,,0.534342
Skill Type Flower,,4,,0.498425
Guard Type Flower,,4,,0.490863
SP Type Bud,,3,,0.488343
Skill Type Bud,,3,,0.487713
Voltage Type Bud,,3,,0.479521
Voltage Type Flower,,4,,0.470069
Guard Type Bud,,3,,0.454946
SP Type Flower,,4,,0.442974
