name,id,rarity,sum,expectation
,,1,,"11,687.921727"
Blue Macaron ★1,,1,,5.392038
Red Macaron ★1,,1,,5.233468
Blue Macaron ★2,,2,,3.357625
Red Macaron ★2,,2,,3.271930
School Idol Badge,,1,,2.547908
Red Macaron ★3,,3,,1.840081
Blue Macaron ★3,,3,,1.742240
Skill Type Beginner Book,,1,,1.450067
Voltage Type Beginner Book,,1,,1.396761
Guard Type Beginner Book,,1,,1.357625
SP Type Beginner Book,,1,,1.329960
Skill Type Intermediate Book,,2,,0.563428
SP Type Intermediate Book,,2,,0.560729
Voltage Type Secret Book,,4,,0.538462
Voltage Type Intermediate Book,,2,,0.520243
Guard Type Intermediate Book,,2,,0.509447
Guard Type Advanced Book,,3,,0.468961
SP Type Secret Book,,4,,0.468286
Skill Type Secret Book,,4,,0.464238
SP Type Advanced Book,,3,,0.457490
Guard Type Secret Book,,4,,0.437247
Voltage Type Advanced Book,,3,,0.427800
Skill Type Advanced Book,,3,,0.425776
