name,id,rarity,sum,expectation
,,1,,"11,569.551282"
Gold Macaron ★1,,1,,3.225641
Silver Macaron ★1,,1,,2.923718
School Idol Badge,,1,,2.651282
Silver Macaron ★2,,2,,2.449359
Gold Macaron ★2,,2,,1.850000
Guard Type Seed,,1,,1.460897
SP Type Seed,,1,,1.333333
Voltage Type Seed,,1,,1.328846
Skill Type Seed,,2,,1.325641
Gold Macaron ★3,,3,,0.880128
Silver Macaron ★3,,3,,0.809615
Voltage Type Sprout,,2,,0.619872
SP Type Sprout,,2,,0.548718
Guard Type Sprout,,2,,0.535256
Skill Type Sprout,,2,,0.521154
SP Type Bud,,3,,0.505128
Voltage Type Flower,,4,,0.496154
Skill Type Bud,,3,,0.493590
Guard Type Flower,,4,,0.473077
Skill Type Flower,,4,,0.468590
Voltage Type Bud,,3,,0.451923
Guard Type Bud,,3,,0.449359
SP Type Flower,,4,,0.433333
