name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,10.838689
Green Macaron ★1,,1,,10.638941
Pink Macaron ★2,,2,,6.589792
Green Macaron ★2,,2,,6.563327
Green Macaron ★3,,3,,3.715186
Pink Macaron ★3,,3,,3.576560
School Idol Badge,,1,,2.660365
SP Type Seed,,1,,1.376181
Voltage Type Seed,,1,,1.374921
Skill Type Seed,,2,,1.326402
Guard Type Seed,,1,,1.310019
Skill Type Sprout,,2,,0.557026
SP Type Sprout,,2,,0.540643
Guard Type Sprout,,2,,0.536862
Voltage Type Flower,,4,,0.512287
SP Type Flower,,4,,0.505986
Voltage Type Sprout,,2,,0.504096
Skill Type Flower,,4,,0.469439
Guard Type Bud,,3,,0.468809
Voltage Type Bud,,3,,0.468179
SP Type Bud,,3,,0.461878
Skill Type Bud,,3,,0.439824
Guard Type Flower,,4,,0.421550
