name,id,rarity,sum,expectation
Gold Macaron ★1,,1,,3.200000
Silver Macaron ★1,,1,,3.065347
School Idol Badge,,1,,2.619142
Silver Macaron ★2,,2,,2.347855
Gold Macaron ★2,,2,,1.984158
Voltage Type Beginner Book,,1,,1.450825
Skill Type Beginner Book,,1,,1.450165
Skill Type Seed,,2,,1.440264
SP Type Seed,,1,,1.412541
SP Type Beginner Book,,1,,1.344554
Guard Type Beginner Book,,1,,1.343894
Guard Type Seed,,1,,1.262046
Voltage Type Seed,,1,,1.239604
Gold Macaron ★3,,3,,0.932673
Silver Macaron ★3,,3,,0.794059
SP Type Intermediate Book,,2,,0.568317
Guard Type Sprout,,2,,0.549835
Voltage Type Sprout,,2,,0.545875
Skill Type Sprout,,2,,0.522772
Guard Type Intermediate Book,,2,,0.519472
Skill Type Flower,,4,,0.518812
Skill Type Intermediate Book,,2,,0.505611
Voltage Type Intermediate Book,,2,,0.503630
Skill Type Bud,,3,,0.502970
SP Type Sprout,,2,,0.501650
Skill Type Advanced Book,,3,,0.499010
SP Type Secret Book,,4,,0.492409
Voltage Type Advanced Book,,3,,0.491089
Voltage Type Bud,,3,,0.491089
SP Type Advanced Book,,3,,0.486469
SP Type Flower,,4,,0.485149
SP Type Bud,,3,,0.478548
Voltage Type Secret Book,,4,,0.469967
Guard Type Bud,,3,,0.458086
Guard Type Secret Book,,4,,0.446205
Voltage Type Flower,,4,,0.445545
Guard Type Advanced Book,,3,,0.440264
Guard Type Flower,,4,,0.431023
Skill Type Secret Book,,4,,0.418482
