name,id,rarity,sum,expectation
,,1,,"18,178.633975"
,,1,,"11,647.985989"
School Idol Badge,,1,,2.673672
Guard Type Beginner Book,,1,,1.418564
SP Type Beginner Book,,1,,1.382370
Skill Type Beginner Book,,1,,1.312318
Voltage Type Beginner Book,,1,,1.234092
Voltage Type Intermediate Book,,2,,0.555166
SP Type Intermediate Book,,2,,0.535902
Guard Type Advanced Book,,3,,0.524227
SP Type Secret Book,,4,,0.514886
Skill Type Intermediate Book,,2,,0.503211
Guard Type Intermediate Book,,2,,0.498541
Voltage Type Secret Book,,4,,0.495038
Skill Type Advanced Book,,3,,0.471687
Guard Type Secret Book,,4,,0.466433
SP Type Advanced Book,,3,,0.463514
Skill Type Secret Book,,4,,0.462347
Voltage Type Advanced Book,,3,,0.462347
