name,id,rarity,sum,expectation
SP Type Beginner Book,,1,,4.108013
Guard Type Beginner Book,,1,,4.062238
Skill Type Beginner Book,,1,,4.030643
Voltage Type Beginner Book,,1,,4.025980
School Idol Badge,,1,,2.621907
Guard Type Intermediate Book,,2,,1.634992
Skill Type Intermediate Book,,2,,1.631614
Voltage Type Intermediate Book,,2,,1.625476
SP Type Intermediate Book,,2,,1.618243
Guard Type Secret Book,,4,,1.416064
Guard Type Advanced Book,,3,,1.414589
Skill Type Secret Book,,4,,1.411877
Voltage Type Advanced Book,,3,,1.409783
SP Type Secret Book,,4,,1.403264
Skill Type Advanced Book,,3,,1.393890
Voltage Type Secret Book,,4,,1.393081
SP Type Advanced Book,,3,,1.386087
