name,id,rarity,sum,expectation
,,1,,"18,206.319703"
Purple Macaron ★1,,1,,5.563197
Yellow Macaron ★1,,1,,5.257745
Purple Macaron ★2,,2,,3.262701
Yellow Macaron ★2,,2,,3.242255
School Idol Badge,,1,,2.682776
Purple Macaron ★3,,3,,1.830855
Yellow Macaron ★3,,3,,1.784387
SP Type Seed,,1,,1.360595
Voltage Type Seed,,1,,1.337051
Skill Type Seed,,2,,1.329616
Guard Type Seed,,1,,1.324040
SP Type Sprout,,2,,0.622677
Voltage Type Sprout,,2,,0.570632
Skill Type Sprout,,2,,0.560099
Guard Type Sprout,,2,,0.496902
Voltage Type Flower,,4,,0.495663
Guard Type Bud,,3,,0.479554
SP Type Flower,,4,,0.473978
Voltage Type Bud,,3,,0.464064
SP Type Bud,,3,,0.461586
Guard Type Flower,,4,,0.447336
Skill Type Flower,,4,,0.436803
Skill Type Bud,,3,,0.416357
