name,id,rarity,sum,expectation
,,1,,"11,635.952516"
Yellow Macaron ★1,,1,,5.569813
Purple Macaron ★1,,1,,5.206331
Purple Macaron ★2,,2,,3.140192
Yellow Macaron ★2,,2,,3.023742
School Idol Badge,,1,,2.552855
Yellow Macaron ★3,,3,,1.900509
Purple Macaron ★3,,3,,1.880158
Skill Type Seed,,2,,1.434709
Voltage Type Seed,,1,,1.377049
Guard Type Seed,,1,,1.299039
SP Type Seed,,1,,1.278123
SP Type Sprout,,2,,0.561899
Skill Type Sprout,,2,,0.551159
Voltage Type Sprout,,2,,0.546637
Guard Type Sprout,,2,,0.520633
Voltage Type Flower,,4,,0.499717
SP Type Bud,,3,,0.493499
Skill Type Flower,,4,,0.492934
SP Type Flower,,4,,0.482759
Guard Type Flower,,4,,0.465800
Skill Type Bud,,3,,0.459016
Guard Type Bud,,3,,0.452233
Voltage Type Bud,,3,,0.435839
