name,id,rarity,sum,expectation
,,1,,"18,204.788910"
Green Macaron ★1,,1,,5.429742
Pink Macaron ★1,,1,,5.251418
Green Macaron ★2,,2,,3.537492
Pink Macaron ★2,,2,,3.252048
School Idol Badge,,1,,2.616257
Pink Macaron ★3,,3,,1.712665
Green Macaron ★3,,3,,1.640832
SP Type Seed,,1,,1.458727
Guard Type Seed,,1,,1.395715
Skill Type Seed,,2,,1.349086
Voltage Type Seed,,1,,1.309389
Skill Type Sprout,,2,,0.587272
Guard Type Sprout,,2,,0.586011
Voltage Type Sprout,,2,,0.534972
SP Type Sprout,,2,,0.524890
Voltage Type Bud,,3,,0.507876
Skill Type Bud,,3,,0.476371
SP Type Flower,,4,,0.459987
Voltage Type Flower,,4,,0.448015
SP Type Bud,,3,,0.445495
Skill Type Flower,,4,,0.442974
Guard Type Flower,,4,,0.440454
Guard Type Bud,,3,,0.418399
