name,id,rarity,sum,expectation
,,1,,"18,123.456790"
Yellow Macaron ★1,,1,,5.644444
Purple Macaron ★1,,1,,5.426543
Yellow Macaron ★2,,2,,3.199383
Purple Macaron ★2,,2,,3.169136
School Idol Badge,,1,,2.540741
Purple Macaron ★3,,3,,1.783333
Yellow Macaron ★3,,3,,1.754938
Voltage Type Beginner Book,,1,,1.479630
Guard Type Beginner Book,,1,,1.449383
SP Type Beginner Book,,1,,1.371605
Skill Type Beginner Book,,1,,1.272840
Skill Type Intermediate Book,,2,,0.557407
Voltage Type Intermediate Book,,2,,0.546914
SP Type Intermediate Book,,2,,0.536420
Guard Type Intermediate Book,,2,,0.507407
Skill Type Advanced Book,,3,,0.487654
Guard Type Advanced Book,,3,,0.483951
Voltage Type Secret Book,,4,,0.476543
SP Type Advanced Book,,3,,0.475926
SP Type Secret Book,,4,,0.444444
Guard Type Secret Book,,4,,0.441358
Voltage Type Advanced Book,,3,,0.427160
Skill Type Secret Book,,4,,0.421605
