name,id,rarity,sum,expectation
Yellow Macaron ★1,,1,,5.606498
Purple Macaron ★1,,1,,5.181107
Purple Macaron ★2,,2,,3.228640
Gold Macaron ★1,,1,,3.223225
Yellow Macaron ★2,,2,,3.196751
Silver Macaron ★1,,1,,2.871841
School Idol Badge,,1,,2.588448
Silver Macaron ★2,,2,,2.525271
Yellow Macaron ★3,,3,,1.936823
Gold Macaron ★2,,2,,1.914561
Purple Macaron ★3,,3,,1.800241
SP Type Seed,,1,,1.470517
Voltage Type Seed,,1,,1.419976
Skill Type Seed,,2,,1.342960
Guard Type Seed,,1,,1.315283
Gold Macaron ★3,,3,,0.880866
Silver Macaron ★3,,3,,0.818291
Skill Type Sprout,,2,,0.540915
SP Type Sprout,,2,,0.527076
SP Type Flower,,4,,0.516847
Guard Type Sprout,,2,,0.504212
Guard Type Bud,,3,,0.501203
SP Type Bud,,3,,0.496992
Voltage Type Sprout,,2,,0.496992
Voltage Type Flower,,4,,0.483153
Guard Type Flower,,4,,0.472323
Skill Type Bud,,3,,0.462696
Skill Type Flower,,4,,0.421179
Voltage Type Bud,,3,,0.398917
