name,id,rarity,sum,expectation
Blue Macaron ★1,,1,,5.369131
Red Macaron ★1,,1,,5.355634
Blue Macaron ★2,,2,,3.307512
Red Macaron ★2,,2,,3.272887
Gold Macaron ★1,,1,,3.247066
Silver Macaron ★1,,1,,2.893192
School Idol Badge,,1,,2.624413
Silver Macaron ★2,,2,,2.526408
Gold Macaron ★2,,2,,1.907864
Red Macaron ★3,,3,,1.819249
Blue Macaron ★3,,3,,1.782864
SP Type Seed,,1,,1.440141
Skill Type Seed,,2,,1.416080
Guard Type Seed,,1,,1.367958
Voltage Type Seed,,1,,1.305751
Gold Macaron ★3,,3,,0.887324
Silver Macaron ★3,,3,,0.788146
Skill Type Sprout,,2,,0.579225
Guard Type Sprout,,2,,0.552230
Voltage Type Sprout,,2,,0.525822
Guard Type Flower,,4,,0.501761
SP Type Sprout,,2,,0.490610
Skill Type Flower,,4,,0.487089
SP Type Bud,,3,,0.470070
Skill Type Bud,,3,,0.469484
Voltage Type Flower,,4,,0.467136
Voltage Type Bud,,3,,0.447183
SP Type Flower,,4,,0.441315
Guard Type Bud,,3,,0.439554
