name,id,rarity,sum,expectation
Gold Macaron ★1,,1,,6.376699
Silver Macaron ★1,,1,,6.082201
Silver Macaron ★2,,2,,4.733981
Gold Macaron ★2,,2,,4.026537
School Idol Badge,,1,,2.626537
Gold Macaron ★3,,3,,1.783819
Silver Macaron ★3,,3,,1.609709
SP Type Seed,,1,,1.423948
Guard Type Seed,,1,,1.395469
Voltage Type Seed,,1,,1.368285
Skill Type Seed,,2,,1.309385
Skill Type Sprout,,2,,0.600000
Voltage Type Sprout,,2,,0.541748
Guard Type Sprout,,2,,0.531392
SP Type Sprout,,2,,0.504854
SP Type Flower,,4,,0.502913
Skill Type Flower,,4,,0.486731
Skill Type Bud,,3,,0.482848
Voltage Type Bud,,3,,0.460841
Guard Type Flower,,4,,0.444013
Voltage Type Flower,,4,,0.438188
Guard Type Bud,,3,,0.423301
SP Type Bud,,3,,0.417476
