name,id,rarity,sum,expectation
,,1,,"11,408.605528"
Green Macaron ★1,,1,,5.488693
Pink Macaron ★1,,1,,5.451633
Green Macaron ★2,,2,,3.351759
Pink Macaron ★2,,2,,3.184045
School Idol Badge,,1,,2.650754
Green Macaron ★3,,3,,1.701005
Pink Macaron ★3,,3,,1.693467
Guard Type Beginner Book,,1,,1.402010
SP Type Beginner Book,,1,,1.386935
Voltage Type Beginner Book,,1,,1.304020
Skill Type Beginner Book,,1,,1.293342
Skill Type Intermediate Book,,2,,0.563442
SP Type Intermediate Book,,2,,0.559673
Guard Type Intermediate Book,,2,,0.536432
Voltage Type Intermediate Book,,2,,0.511307
Skill Type Secret Book,,4,,0.484296
Skill Type Advanced Book,,3,,0.467965
Guard Type Secret Book,,4,,0.467337
Voltage Type Secret Book,,4,,0.462940
SP Type Secret Book,,4,,0.461055
SP Type Advanced Book,,3,,0.452261
Voltage Type Advanced Book,,3,,0.436558
Guard Type Advanced Book,,3,,0.410804
