name,id,rarity,sum,expectation
,,1,,"18,172.314762"
Red Macaron ★1,,1,,5.457209
Blue Macaron ★1,,1,,5.287766
Blue Macaron ★2,,2,,3.230902
Red Macaron ★2,,2,,3.226307
School Idol Badge,,1,,2.659391
Blue Macaron ★3,,3,,1.834578
Red Macaron ★3,,3,,1.782883
Guard Type Beginner Book,,1,,1.420448
SP Type Beginner Book,,1,,1.390580
Skill Type Beginner Book,,1,,1.331993
Voltage Type Beginner Book,,1,,1.271683
SP Type Intermediate Book,,2,,0.549684
Voltage Type Intermediate Book,,2,,0.543366
Skill Type Intermediate Book,,2,,0.514647
Guard Type Intermediate Book,,2,,0.511775
SP Type Advanced Book,,3,,0.503159
Voltage Type Secret Book,,4,,0.498564
Guard Type Advanced Book,,3,,0.474440
Skill Type Secret Book,,4,,0.469845
Skill Type Advanced Book,,3,,0.469845
Guard Type Secret Book,,4,,0.441126
SP Type Secret Book,,4,,0.415279
Voltage Type Advanced Book,,3,,0.398621
