name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,5.611111
Green Macaron ★1,,1,,5.429119
Green Macaron ★2,,2,,3.351852
Pink Macaron ★2,,2,,3.247765
Gold Macaron ★1,,1,,3.204981
Silver Macaron ★1,,1,,2.900383
School Idol Badge,,1,,2.666667
Silver Macaron ★2,,2,,2.515326
Gold Macaron ★2,,2,,1.956577
Green Macaron ★3,,3,,1.805875
Pink Macaron ★3,,3,,1.714559
SP Type Seed,,1,,1.459132
Skill Type Seed,,2,,1.360153
Voltage Type Seed,,1,,1.341635
Guard Type Seed,,1,,1.310983
Silver Macaron ★3,,3,,0.855683
Gold Macaron ★3,,3,,0.835888
Skill Type Sprout,,2,,0.610473
Guard Type Sprout,,2,,0.547254
SP Type Sprout,,2,,0.519796
Voltage Type Sprout,,2,,0.517880
SP Type Bud,,3,,0.484674
Voltage Type Bud,,3,,0.479566
Skill Type Bud,,3,,0.473819
Skill Type Flower,,4,,0.463602
Guard Type Flower,,4,,0.462963
Voltage Type Flower,,4,,0.448914
SP Type Flower,,4,,0.434866
Guard Type Bud,,3,,0.416347
