name,id,rarity,sum,expectation
,,1,,"18,102.629891"
Red Macaron ★1,,1,,5.506735
Blue Macaron ★1,,1,,5.204618
Red Macaron ★2,,2,,3.273252
Blue Macaron ★2,,2,,3.238614
School Idol Badge,,1,,2.703015
Red Macaron ★3,,3,,1.872354
Blue Macaron ★3,,3,,1.717126
SP Type Seed,,1,,1.417575
Guard Type Seed,,1,,1.359205
Voltage Type Seed,,1,,1.347659
Skill Type Seed,,2,,1.274535
Voltage Type Sprout,,2,,0.556767
SP Type Sprout,,2,,0.540731
Skill Type Sprout,,2,,0.529827
SP Type Bud,,3,,0.515715
Guard Type Bud,,3,,0.502886
Guard Type Sprout,,2,,0.501604
SP Type Flower,,4,,0.483643
Skill Type Bud,,3,,0.481719
Voltage Type Bud,,3,,0.470815
Skill Type Flower,,4,,0.468890
Guard Type Flower,,4,,0.443233
Voltage Type Flower,,4,,0.405388
