name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,5.595369
Purple Macaron ★1,,1,,5.522051
Green Macaron ★1,,1,,5.262404
Yellow Macaron ★1,,1,,5.240353
Pink Macaron ★2,,2,,3.405182
Yellow Macaron ★2,,2,,3.396362
Green Macaron ★2,,2,,3.368247
Purple Macaron ★2,,2,,3.034730
School Idol Badge,,1,,2.640573
Purple Macaron ★3,,3,,1.803749
Yellow Macaron ★3,,3,,1.765160
Pink Macaron ★3,,3,,1.763506
Green Macaron ★3,,3,,1.755788
Skill Type Seed,,2,,1.410143
Voltage Type Seed,,1,,1.393605
SP Type Seed,,1,,1.361632
Guard Type Seed,,1,,1.330761
SP Type Sprout,,2,,0.574421
Skill Type Sprout,,2,,0.561742
Guard Type Sprout,,2,,0.552922
Voltage Type Sprout,,2,,0.544653
Guard Type Flower,,4,,0.482359
Voltage Type Flower,,4,,0.478501
Skill Type Bud,,3,,0.472988
Guard Type Bud,,3,,0.469129
SP Type Bud,,3,,0.460860
Skill Type Flower,,4,,0.447078
SP Type Flower,,4,,0.428335
Voltage Type Bud,,3,,0.424476
