name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,5.620253
Green Macaron ★1,,1,,5.371086
Pink Macaron ★2,,2,,3.212525
Green Macaron ★2,,2,,3.154564
School Idol Badge,,1,,2.600933
Green Macaron ★3,,3,,1.796136
Pink Macaron ★3,,3,,1.776815
Skill Type Beginner Book,,1,,1.465690
SP Type Beginner Book,,1,,1.437042
Voltage Type Beginner Book,,1,,1.422385
Guard Type Beginner Book,,1,,1.419054
Voltage Type Seed,,1,,1.394404
Skill Type Seed,,2,,1.300466
SP Type Seed,,1,,1.296469
Guard Type Seed,,1,,1.263824
Skill Type Sprout,,2,,0.597602
SP Type Sprout,,2,,0.573618
Guard Type Sprout,,2,,0.528981
Skill Type Intermediate Book,,2,,0.522318
Voltage Type Intermediate Book,,2,,0.516322
SP Type Intermediate Book,,2,,0.502332
Voltage Type Sprout,,2,,0.499667
Skill Type Bud,,3,,0.495003
Guard Type Intermediate Book,,2,,0.493005
Voltage Type Flower,,4,,0.486342
Guard Type Secret Book,,4,,0.485010
SP Type Advanced Book,,3,,0.483011
SP Type Bud,,3,,0.480346
Skill Type Flower,,4,,0.479680
Guard Type Bud,,3,,0.479014
Voltage Type Secret Book,,4,,0.472352
SP Type Flower,,4,,0.472352
Skill Type Secret Book,,4,,0.467688
Guard Type Flower,,4,,0.467688
Voltage Type Advanced Book,,3,,0.465023
Guard Type Advanced Book,,3,,0.455696
SP Type Secret Book,,4,,0.449700
Voltage Type Bud,,3,,0.433045
Skill Type Advanced Book,,3,,0.411726
