name,id,rarity,sum,expectation
,,1,,"18,405.160391"
Gold Macaron ★1,,1,,3.351464
Silver Macaron ★1,,1,,2.828452
School Idol Badge,,1,,2.584379
Silver Macaron ★2,,2,,2.470711
Gold Macaron ★2,,2,,1.898884
Guard Type Seed,,1,,1.403766
Skill Type Seed,,2,,1.365411
SP Type Seed,,1,,1.360530
Voltage Type Seed,,1,,1.350767
Gold Macaron ★3,,3,,0.835425
Silver Macaron ★3,,3,,0.797768
Skill Type Sprout,,2,,0.581590
Voltage Type Sprout,,2,,0.562064
Guard Type Sprout,,2,,0.557183
SP Type Sprout,,2,,0.538354
Guard Type Flower,,4,,0.484658
Skill Type Bud,,3,,0.474895
Voltage Type Flower,,4,,0.458159
Voltage Type Bud,,3,,0.455370
Skill Type Flower,,4,,0.451883
SP Type Flower,,4,,0.435844
SP Type Bud,,3,,0.418410
Guard Type Bud,,3,,0.394003
