name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,5.586066
Green Macaron ★1,,1,,5.579235
Green Macaron ★2,,2,,3.357923
Pink Macaron ★2,,2,,3.237022
School Idol Badge,,1,,2.528689
Pink Macaron ★3,,3,,1.756148
Green Macaron ★3,,3,,1.690574
Guard Type Beginner Book,,1,,1.452869
Voltage Type Beginner Book,,1,,1.439208
SP Type Seed,,1,,1.418716
SP Type Beginner Book,,1,,1.414617
Guard Type Seed,,1,,1.343579
Skill Type Seed,,2,,1.343579
Skill Type Beginner Book,,1,,1.328552
Voltage Type Seed,,1,,1.303962
SP Type Intermediate Book,,2,,0.573770
Voltage Type Intermediate Book,,2,,0.568989
Voltage Type Sprout,,2,,0.552596
Guard Type Intermediate Book,,2,,0.535519
Guard Type Sprout,,2,,0.534836
SP Type Sprout,,2,,0.534153
Skill Type Intermediate Book,,2,,0.516393
Skill Type Secret Book,,4,,0.512295
Skill Type Bud,,3,,0.504781
Skill Type Sprout,,2,,0.502049
SP Type Bud,,3,,0.502049
Voltage Type Flower,,4,,0.474727
Voltage Type Bud,,3,,0.474044
Guard Type Secret Book,,4,,0.464481
Guard Type Bud,,3,,0.463798
Skill Type Flower,,4,,0.450820
Guard Type Flower,,4,,0.450820
SP Type Secret Book,,4,,0.447404
Guard Type Advanced Book,,3,,0.446721
Voltage Type Secret Book,,4,,0.441257
SP Type Flower,,4,,0.435109
Voltage Type Advanced Book,,3,,0.431694
SP Type Advanced Book,,3,,0.422814
Skill Type Advanced Book,,3,,0.415301
