name,id,rarity,sum,expectation
,,1,,"11,506.382979"
Purple Macaron ★1,,1,,5.556028
Yellow Macaron ★1,,1,,5.248936
Purple Macaron ★2,,2,,3.273759
Yellow Macaron ★2,,2,,3.228369
School Idol Badge,,1,,2.565957
Yellow Macaron ★3,,3,,1.864539
Purple Macaron ★3,,3,,1.821277
Skill Type Beginner Book,,1,,1.410638
Voltage Type Beginner Book,,1,,1.380142
SP Type Beginner Book,,1,,1.347518
Guard Type Beginner Book,,1,,1.326241
SP Type Intermediate Book,,2,,0.608511
Guard Type Intermediate Book,,2,,0.568794
Skill Type Intermediate Book,,2,,0.551773
SP Type Secret Book,,4,,0.511348
Voltage Type Secret Book,,4,,0.500709
Voltage Type Intermediate Book,,2,,0.499291
Skill Type Advanced Book,,3,,0.476596
Guard Type Secret Book,,4,,0.458156
Skill Type Secret Book,,4,,0.441844
Voltage Type Advanced Book,,3,,0.440426
Guard Type Advanced Book,,3,,0.438298
SP Type Advanced Book,,3,,0.429787
