name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,5.348807
Green Macaron ★1,,1,,5.181173
Pink Macaron ★2,,2,,3.369439
Green Macaron ★2,,2,,3.252740
Gold Macaron ★1,,1,,3.223727
Silver Macaron ★1,,1,,3.010316
School Idol Badge,,1,,2.695035
Silver Macaron ★2,,2,,2.402966
Gold Macaron ★2,,2,,1.974855
Pink Macaron ★3,,3,,1.880077
Green Macaron ★3,,3,,1.739523
Skill Type Beginner Book,,1,,1.372663
SP Type Beginner Book,,1,,1.322373
Guard Type Beginner Book,,1,,1.297872
Voltage Type Beginner Book,,1,,1.277885
Gold Macaron ★3,,3,,0.866538
Silver Macaron ★3,,3,,0.821406
Guard Type Intermediate Book,,2,,0.584139
SP Type Intermediate Book,,2,,0.560284
Skill Type Intermediate Book,,2,,0.539007
Voltage Type Secret Book,,4,,0.513862
Voltage Type Intermediate Book,,2,,0.499678
Skill Type Advanced Book,,3,,0.497099
Guard Type Secret Book,,4,,0.486138
SP Type Advanced Book,,3,,0.483559
Skill Type Secret Book,,4,,0.471954
SP Type Secret Book,,4,,0.470664
Guard Type Advanced Book,,3,,0.451966
Voltage Type Advanced Book,,3,,0.442295
