name,id,rarity,sum,expectation
,,1,,"11,549.761418"
Purple Macaron ★1,,1,,5.438309
Yellow Macaron ★1,,1,,5.427403
Purple Macaron ★2,,2,,3.263804
Yellow Macaron ★2,,2,,3.188139
School Idol Badge,,1,,2.707566
Yellow Macaron ★3,,3,,1.802999
Purple Macaron ★3,,3,,1.693933
SP Type Seed,,1,,1.411043
Guard Type Seed,,1,,1.346285
Voltage Type Seed,,1,,1.335378
Skill Type Seed,,2,,1.274710
SP Type Sprout,,2,,0.567825
Skill Type Sprout,,2,,0.563736
Voltage Type Sprout,,2,,0.537151
Guard Type Sprout,,2,,0.508521
SP Type Bud,,3,,0.494888
Skill Type Bud,,3,,0.487389
Guard Type Flower,,4,,0.480573
SP Type Flower,,4,,0.479891
Voltage Type Flower,,4,,0.471029
Voltage Type Bud,,3,,0.466258
Guard Type Bud,,3,,0.453988
Skill Type Flower,,4,,0.420586
