name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,5.447751
Red Macaron ★1,,1,,5.349206
Green Macaron ★1,,1,,5.246032
Blue Macaron ★1,,1,,5.214947
Blue Macaron ★2,,2,,3.349206
Red Macaron ★2,,2,,3.314815
Green Macaron ★2,,2,,3.255291
Pink Macaron ★2,,2,,3.067460
School Idol Badge,,1,,2.674603
Pink Macaron ★3,,3,,1.843254
Blue Macaron ★3,,3,,1.830026
Green Macaron ★3,,3,,1.814153
Red Macaron ★3,,3,,1.744048
Guard Type Beginner Book,,1,,1.433862
Voltage Type Beginner Book,,1,,1.403439
SP Type Beginner Book,,1,,1.403439
Skill Type Beginner Book,,1,,1.351852
Guard Type Intermediate Book,,2,,0.543651
Skill Type Intermediate Book,,2,,0.535714
Voltage Type Secret Book,,4,,0.521825
Guard Type Secret Book,,4,,0.521164
SP Type Intermediate Book,,2,,0.503968
Voltage Type Intermediate Book,,2,,0.486772
SP Type Advanced Book,,3,,0.475529
SP Type Secret Book,,4,,0.455026
Voltage Type Advanced Book,,3,,0.454365
Skill Type Secret Book,,4,,0.431217
Guard Type Advanced Book,,3,,0.421296
Skill Type Advanced Book,,3,,0.417328
