name,id,rarity,sum,expectation
Yellow Macaron ★1,,1,,5.566603
Purple Macaron ★1,,1,,5.372849
Purple Macaron ★2,,2,,3.192479
Yellow Macaron ★2,,2,,3.158700
Gold Macaron ★1,,1,,3.047801
Silver Macaron ★1,,1,,2.940089
School Idol Badge,,1,,2.732951
Silver Macaron ★2,,2,,2.493945
Gold Macaron ★2,,2,,1.968133
Yellow Macaron ★3,,3,,1.768642
Purple Macaron ★3,,3,,1.737412
Skill Type Beginner Book,,1,,1.397068
Guard Type Beginner Book,,1,,1.363289
Voltage Type Beginner Book,,1,,1.312301
SP Type Beginner Book,,1,,1.263225
Gold Macaron ★3,,3,,0.877629
Silver Macaron ★3,,3,,0.844487
Guard Type Intermediate Book,,2,,0.593372
Voltage Type Intermediate Book,,2,,0.583174
Skill Type Intermediate Book,,2,,0.544933
SP Type Intermediate Book,,2,,0.517527
Skill Type Advanced Book,,3,,0.499681
SP Type Advanced Book,,3,,0.476099
Voltage Type Advanced Book,,3,,0.472913
Guard Type Advanced Book,,3,,0.471001
Skill Type Secret Book,,4,,0.469726
Guard Type Secret Book,,4,,0.453792
Voltage Type Secret Book,,4,,0.429573
SP Type Secret Book,,4,,0.427024
